School,City,Region,Applied,Admitted,Enrolled
LAKEWOOD HIGH SCHOOL,Lakewood,OH,0.0,0.0,0.0
LAKEWOOD HIGH SCHOOL,North Lakewood,WA,0.0,0.0,0.0
LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,132.0,74.0,30.0
LAKEWOOD HIGH SCHOOL,Lakewood,CO,24.0,15.0,0.0
LAKEWOOD PARK CHRISTIAN SCHOOL,Auburn,IN,0.0,0.0,0.0
LAKEWOOD RANCH HIGH SCHOOL,Bradenton,FL,0.0,0.0,0.0
LAKOTA EAST HIGH SCHOOL,Liberty Township,OH,0.0,0.0,0.0
LAKOTA WEST HIGH SCHOOL,West Chester,OH,0.0,0.0,0.0
LALAJI MEMORIAL OMEGA INTL SCH,nan,nan,0.0,0.0,0.0
LAMAR CONSOLIDATED HIGH SCHOOL,Rosenberg,TX,0.0,0.0,0.0
LAMAR HIGH SCHOOL,Arlington,TX,0.0,0.0,0.0
LAMBERT HIGH SCHOOL,Suwanee,GA,66.0,42.0,5.0
LAMBRICK PARK SECONDARY,nan,nan,0.0,0.0,0.0
LAMOILLE UNION HIGH SCHOOL,Hyde Park,VT,0.0,0.0,0.0
LAMP HIGH SCHOOL,Montgomery,AL,0.0,0.0,0.0
LAMPHERE HIGH SCHOOL,Madison Heights,MI,0.0,0.0,0.0
LANAI HIGH AND ELEMENTARY SCH,Lanai City,HI,0.0,0.0,0.0
LANCASTER BAPTIST SCHOOL,Lancaster,Los Angeles,0.0,0.0,0.0
LANCASTER CATHOLIC HIGH SCHOOL,Lancaster,PA,0.0,0.0,0.0
LANCASTER HIGH SCHOOL,Lancaster,TX,0.0,0.0,0.0
LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,93.0,56.0,25.0
LANCASTER MENNONITE SCHOOL,Lancaster,PA,0.0,0.0,0.0
LANCERS INTERNATIONAL SCHOOL,nan,nan,11.0,6.0,0.0
LAND O LAKES HIGH SCHOOL,Land O Lakes,FL,14.0,7.0,0.0
LANDAU SCHL GEN EDUC CMPLX LLC,nan,nan,11.0,4.0,0.0
LANDER VALLEY HIGH SCHOOL,Lander,WY,0.0,0.0,0.0
LANDMARK CHRISTIAN SCHOOL,Fairburn,GA,0.0,0.0,0.0
LANDON SCHOOL,Bethesda,MD,15.0,9.0,0.0
LANDSTOWN HIGH SCHOOL,Virginia Beach,VA,0.0,0.0,0.0
LANE TECHNICAL HIGH SCHOOL,Chicago,IL,103.0,58.0,11.0
LANGHAM CREEK HIGH SCHOOL,Houston,TX,6.0,5.0,0.0
LANGLEY CHRISTIAN HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LANGLEY FUNDAMENTAL MIDDLE/SEC,nan,nan,0.0,0.0,0.0
LANGLEY HIGH SCHOOL,Mclean,VA,82.0,36.0,7.0
LANGLEY SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
LANGSTON HUGHES HIGH SCHOOL,Fairburn,GA,0.0,0.0,0.0
LANHAM CHRISTIAN SCHOOL,Lanham,MD,0.0,0.0,0.0
LANIER HIGH SCHOOL,Sugar Hill,GA,0.0,0.0,0.0
LANSDALE CATHOLIC HIGH SCHOOL,Lansdale,PA,0.0,0.0,0.0
LANSING HIGH SCHOOL,Lansing,KS,0.0,0.0,0.0
LANSING HIGH SCHOOL,Lansing,NY,5.0,3.0,0.0
LARAMIE HIGH SCHOOL,Laramie,WY,0.0,0.0,0.0
LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,88.0,71.0,27.0
LARGO HIGH SCHOOL,Largo,FL,0.0,0.0,0.0
LARKIN HIGH SCHOOL,Elgin,IL,0.0,0.0,0.0
LARRY RYLE HIGH SCHOOL,Union,KY,0.0,0.0,0.0
LAS CRUCES HIGH SCHOOL,Las Cruces,NM,7.0,7.0,0.0
LAS FLORES HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0
LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,184.0,123.0,60.0
LAS PLUMAS HIGH SCHOOL,Oroville,Butte,26.0,20.0,7.0
LAS VEGAS ACADEMY OF THE ARTS,Las Vegas,NV,22.0,15.0,0.0
LAS VEGAS HIGH SCHOOL,Las Vegas,NV,0.0,0.0,0.0
LASSEN HIGH SCHOOL,Susanville,Lassen,12.0,10.0,4.0
LASSITER HIGH SCHOOL,Marietta,GA,6.0,6.0,0.0
LATHROP HIGH SCHOOL,Lathrop,San Joaquin,64.0,51.0,24.0
LATIN SCHOOL OF CHICAGO,Chicago,IL,25.0,7.0,0.0
LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,38.0,28.0,5.0
LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,13.0,10.0,6.0
LATON HIGH SCHOOL,Laton,Fresno,0.0,0.0,0.0
LATVIA,nan,nan,0.0,0.0,0.0
LATYMER UPPER SCHOOL,nan,nan,0.0,0.0,0.0
LAUNCH VIRTUAL ACADEMY,Chula Vista,San Diego,10.0,4.0,0.0
LAUREL HEIGHTS SECONDARY SCHOO,nan,nan,0.0,0.0,0.0
LAUREL HIGH SCHOOL,Laurel,MD,0.0,0.0,0.0
LAUREL SCHOOL,Shaker Heights,OH,5.0,0.0,0.0
LAUREL SPRINGS SCHOOL,Ojai,Ventura,89.0,57.0,18.0
LAURISTON GIRLS SCHOOL,nan,nan,0.0,0.0,0.0
LAUSANNE COLLEGIATE SCHOOL,Memphis,TN,15.0,11.0,0.0
LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,109.0,75.0,33.0
LAWRENCE ACADEMY,Groton,MA,8.0,4.0,0.0
LAWRENCE CENTRAL HIGH SCHOOL,Indianapolis,IN,0.0,0.0,0.0
LAWRENCE D BELL HIGH SCHOOL,Hurst,TX,8.0,4.0,0.0
LAWRENCE FREE STATE HS,Lawrence,KS,10.0,6.0,0.0
LAWRENCE HIGH SCHOOL,Lawrence,KS,5.0,0.0,0.0
LAWRENCE HIGH SCHOOL,Lawrenceville,NJ,6.0,4.0,0.0
LAWRENCE NORTH HIGH SCHOOL,Indianapolis,IN,0.0,0.0,0.0
LAWRENCE PARK COLLEGIATE INST,nan,nan,0.0,0.0,0.0
LAWRENCE S TING SCHOOL,nan,nan,0.0,0.0,0.0
LAWRENCE SCHOOL LOVEDALE,nan,nan,0.0,0.0,0.0
LAWRENCE SCHOOL SANAWAR,nan,nan,0.0,0.0,0.0
LAWRENCE WOODMERE ACADEMY,Woodmere,NY,0.0,0.0,0.0
LAWRENCEVILLE SCHOOL,Lawrenceville,NJ,51.0,23.0,4.0
LAWSON HIGH SCHOOL,Nashville,TN,0.0,0.0,0.0
LAWTON CHILES HIGH SCHOOL,Tallahassee,FL,11.0,10.0,3.0
LAWTON HIGH SCHOOL,Lawton,MI,0.0,0.0,0.0
LAWTON HIGH SCHOOL,Lawton,OK,0.0,0.0,0.0
LAYTON CHRISTIAN ACADEMY,Layton,UT,0.0,0.0,0.0
LAYTON HIGH SCHOOL,Layton,UT,0.0,0.0,0.0
LAYTONVILLE HIGH SCHOOL,Laytonville,Mendocino,0.0,0.0,0.0
LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,17.0,15.0,10.0
LE JARDIN ACADEMY,Kailua,HI,19.0,14.0,0.0
LE QUY DON HS FOR THE GIFTED,nan,nan,0.0,0.0,0.0
LE REGENT CRANS-MONTANA COLLEG,nan,nan,0.0,0.0,0.0
LEADERSHIP ACADEMY OF NEVADA,Las Vegas,NV,0.0,0.0,0.0
LEADERSHIP MILITARY ACADEMY,Moreno Valley,Riverside,0.0,0.0,0.0
LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,64.0,47.0,17.0
LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,38.0,27.0,13.0
LEADERSHIP&PUBLIC SVC VIRTUAL ACA,Los Angeles,Los Angeles,6.0,5.0,0.0
LEANDER HIGH SCHOOL,Leander,TX,12.0,5.0,0.0
LEARNING ALLIANCE,nan,nan,6.0,3.0,0.0
LEARNING CHOICE - CHULA VISTA,Chula Vista,San Diego,5.0,0.0,0.0
LEARNING CHOICE ACAD LA MESA,La Mesa,San Diego,0.0,0.0,0.0
LEARNING CHOICE ACADEMY-SAN DIEGO,San Diego,San Diego,5.0,0.0,0.0
LEARNING FDN PRFM ARTS GILBERT,Gilbert,AZ,0.0,0.0,0.0
LEARNING FOR LIFE CHARTER SCHL,Marina,Monterey,0.0,0.0,0.0
LEARNING POST ACADEMY,Santa Clarita,Los Angeles,11.0,5.0,0.0
LEARNING UNLIMITED PREP SCHOOL,nan,nan,0.0,0.0,0.0
LEARNING WORKS CHARTER SCHOOL,Pasadena,Los Angeles,0.0,0.0,0.0
LEASIDE HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LEAVENWORTH HIGH SCHOOL,Leavenworth,KS,0.0,0.0,0.0
LEBANON HIGH SCHOOL,Lebanon,NH,0.0,0.0,0.0
LEBANON HIGH SCHOOL,Lebanon,OR,0.0,0.0,0.0
LEBANON HIGH SCHOOL,Lebanon,PA,0.0,0.0,0.0
LEBANON HIGH SCHOOL,Lebanon,TN,0.0,0.0,0.0
LEBANON TRAIL HIGH SCHOOL,Frisco,TX,35.0,17.0,0.0
LEDFORD HIGH SCHOOL,Thomasville,NC,0.0,0.0,0.0
LEE CENTRAL HIGH SCHOOL,Bishopville,SC,0.0,0.0,0.0
LEE COUNTY HIGH SCHOOL,Leesburg,GA,0.0,0.0,0.0
LEE COUNTY HIGH SCHOOL,Sanford,NC,0.0,0.0,0.0
LEE HIGH SCHOOL,Huntsville,AL,0.0,0.0,0.0
LEE M THURSTON HIGH SCHOOL,Redford,MI,0.0,0.0,0.0
LEE POLLARD HIGH SCHOOL,Corona,Riverside,0.0,0.0,0.0
LEE VINING HIGH SCHOOL,Lee Vining,Mono,5.0,4.0,3.0
LEEDS HIGH SCHOOL,Leeds,AL,0.0,0.0,0.0
LEES SUMMIT NORTH HIGH SCHOOL,Lees Summit,MO,0.0,0.0,0.0
LEES SUMMIT SENIOR HIGH SCHOOL,Lees Summit,MO,0.0,0.0,0.0
LEESVILLE ROAD HIGH SCHOOL,Raleigh,NC,0.0,0.0,0.0
LEEWAY ACADEMY,Richardson,TX,0.0,0.0,0.0
LEFFELL SCHOOL,Hartsdale,NY,0.0,0.0,0.0
LEGACY CHRISTIAN ACADEMY,Xenia,OH,0.0,0.0,0.0
LEGACY CHRISTIAN ACADEMY,Frisco,TX,0.0,0.0,0.0
LEGACY CHRISTIAN ACD BWLG GRN,Bowling Green,KY,0.0,0.0,0.0
LEGACY COLLEGE PREP CHARTER SC,Bronx,NY,0.0,0.0,0.0
LEGACY COLLEGE PREP,Santa Ana,Orange,74.0,48.0,21.0
LEGACY HIGH SCHOOL VAPA,South Gate,Los Angeles,24.0,18.0,9.0
LEGACY HIGH SCHOOL,North Las Vegas,NV,0.0,0.0,0.0
LEGACY HIGH SCHOOL,Bismarck,ND,0.0,0.0,0.0
LEGACY HIGH SCHOOL,Midland,TX,0.0,0.0,0.0
LEGACY HIGH SCHOOL,Tyler,TX,0.0,0.0,0.0
LEGACY HIGH SCHOOL,Broomfield,CO,14.0,6.0,0.0
LEGACY MAGNET ACADEMY,Tustin,Orange,40.0,29.0,15.0
LEGACY OF EDUC EXCELLENCE HS,San Antonio,TX,9.0,7.0,0.0
LEGACY PREPARATORY CHRTR-PLANO,Plano,TX,0.0,0.0,0.0
LEGEND HIGH SCHOOL,Parker,CO,14.0,6.0,0.0
LEHI HIGH,Lehi,UT,5.0,5.0,0.0
LEHIGH VALLEY ACADEMY REGNL CHARTER,Bethlehem,PA,0.0,0.0,0.0
LEHIGH VALLEY CH HS FOR ARTS,Bethlehem,PA,0.0,0.0,0.0
LEHMAN HIGH SCHOOL,Kyle,TX,0.0,0.0,0.0
LEIGH HIGH SCHOOL,San Jose,Santa Clara,198.0,146.0,65.0
LEILEHUA HIGH SCHOOL,Wahiawa,HI,9.0,5.0,0.0
LEJEUNE HIGH SCHOOL,Camp Lejeune,NC,0.0,0.0,0.0
LELAND HIGH SCHOOL,San Jose,Santa Clara,247.0,181.0,78.0
LEMAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
LEMAN MANHATTAN PREPARATORY,New York,NY,19.0,10.0,4.0
LEMON BAY HIGH SCHOOL,Englewood,FL,0.0,0.0,0.0
LEMONT TOWNSHIP HIGH SCHOOL,Lemont,IL,7.0,0.0,0.0
LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore,Kings,24.0,18.0,8.0
LEMOORE ONLINE COLLEGE PREP HS,Lemoore,Kings,0.0,0.0,0.0
LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,39.0,31.0,14.0
LENAPE HIGH SCHOOL,Medford,NJ,13.0,8.0,0.0
LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,78.0,59.0,25.0
LENOIR CITY HIGH SCHOOL,Lenoir City,TN,0.0,0.0,0.0
LEO HIGH SCHOOL,Chicago,IL,0.0,0.0,0.0
LEOMINSTER CENTER FOR TECHNICA,Leominster,MA,0.0,0.0,0.0
LEOMINSTER HIGH SCHOOL,Leominster,MA,0.0,0.0,0.0
LEON M GOLDSTEIN HS/SCIENCES,Brooklyn,NY,10.0,6.0,0.0
LEONARDTOWN HIGH SCHOOL,Leonardtown,MD,0.0,0.0,0.0
LEONIA HIGH SCHOOL,Leonia,NJ,8.0,4.0,0.0
LEROY GREENE ACADEMY,Sacramento,Sacramento,22.0,18.0,8.0
LESTER B PEARSON SR HS,nan,nan,0.0,0.0,0.0
LETO HIGH SCHOOL,Tampa,FL,0.0,0.0,0.0
LETOVO SCHOOL,nan,nan,15.0,5.0,0.0
LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,135.0,111.0,51.0
LEVINE MIDDLE COLLEGE HIGH SCH,Matthews,NC,0.0,0.0,0.0
LEWIS AND CLARK HIGH SCHOOL,Spokane,WA,22.0,16.0,0.0
LEWIS CENTRAL HIGH SCHOOL,Council Bluffs,IA,0.0,0.0,0.0
LEWIS PALMER HIGH SCHOOL,Monument,CO,5.0,3.0,0.0
LEWIS S MILLS HIGH SCHOOL,Burlington,CT,0.0,0.0,0.0
LEWISBURG AREA HIGH SCHOOL,Lewisburg,PA,0.0,0.0,0.0
LEWISBURG HIGH SCHOOL,Olive Branch,MS,0.0,0.0,0.0
LEWISTON HIGH SCHOOL,Lewiston,ID,0.0,0.0,0.0
LEWISTON HIGH SCHOOL,Lewiston,ME,0.0,0.0,0.0
LEWISVILLE HIGH SCHOOL,Lewisville,TX,0.0,0.0,0.0
LEXINGTON CATHOLIC HIGH SCHOOL,Lexington,KY,0.0,0.0,0.0
LEXINGTON CHRISTIAN ACADEMY,Lexington,MA,8.0,5.0,0.0
LEXINGTON HIGH SCHOOL,Lexington,MA,120.0,58.0,11.0
LEXINGTON HIGH SCHOOL,Lexington,MO,0.0,0.0,0.0
LEYSIN AMERICAN SCHOOL,nan,nan,8.0,4.0,0.0
LI PO CHUN UNITED WORLD COLL,nan,nan,25.0,13.0,0.0
LIAOCHENG NO 1 MIDDLE SCHOOL,nan,nan,0.0,0.0,0.0
LIBERAL ARTS AND SCIENCE ACADE,Austin,TX,76.0,44.0,5.0
LIBERTAS PREPARATORY SCHOOL,Valencia,Los Angeles,5.0,0.0,0.0
LIBERTY BENTON HIGH SCHOOL,Findlay,OH,0.0,0.0,0.0
LIBERTY CHRISTIAN ACADEMY,Lynchburg,VA,0.0,0.0,0.0
LIBERTY CHRISTIAN SCHOOL,Argyle,TX,0.0,0.0,0.0
LIBERTY CHRISTIAN SCHOOL,Huntington Beach,Orange,0.0,0.0,0.0
LIBERTY COMMON HIGH SCHOOL,Fort Collins,CO,6.0,3.0,0.0
LIBERTY HIGH SCHOOL,North Liberty,IA,6.0,4.0,0.0
LIBERTY HIGH SCHOOL,Baton Rouge,LA,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Eldersburg,MD,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Lake Saint Louis,MO,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Henderson,NV,11.0,6.0,0.0
LIBERTY HIGH SCHOOL,Peoria,AZ,10.0,3.0,0.0
LIBERTY HIGH SCHOOL,Jersey City,NJ,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Hillsboro,OR,11.0,7.0,0.0
LIBERTY HIGH SCHOOL,Liberty,TX,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Frisco,TX,39.0,23.0,4.0
LIBERTY HIGH SCHOOL,Brattleboro,VT,0.0,0.0,0.0
LIBERTY HIGH SCHOOL,Renton,WA,51.0,34.0,6.0
LIBERTY HIGH SCHOOL,Bakersfield,Kern,82.0,47.0,21.0
LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,113.0,68.0,39.0
LIBERTY HIGH SCHOOL,Madera,Madera,24.0,18.0,9.0
LIBERTY HIGH SCHOOL,Winchester,Riverside,85.0,36.0,19.0
LIBERTY HIGH SCHOOL,Colorado Springs,CO,0.0,0.0,0.0
LIBERTY HILL HIGH SCHOOL,Liberty Hill,TX,8.0,5.0,0.0
LIBERTY NORTH HIGH SCHOOL,Liberty,MO,0.0,0.0,0.0
LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,37.0,24.0,14.0
LIBERTY UNIVERSITY ONLINE ACAD,Lynchburg,VA,5.0,0.0,0.0
LIBERTYVILLE HIGH SCHOOL,Libertyville,IL,13.0,8.0,3.0
LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,65.0,47.0,13.0
LICEO EUROPEO,nan,nan,0.0,0.0,0.0
LICEO FRANCO-MEXICAN ACADEMIA,nan,nan,0.0,0.0,0.0
LICEO FRNCS LOUIS PSTUR BOGOTA,nan,nan,0.0,0.0,0.0
LICEUL TEORETIC INTERNATIONAL,nan,nan,0.0,0.0,0.0
LICK WILMERDING HIGH SCHOOL,San Francisco,San Francisco,107.0,72.0,25.0
LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,20.0,17.0,6.0
LIFE CHRISTIAN ACADEMY,Tacoma,WA,0.0,0.0,0.0
LIFE LEARNING ACAD CHARTER SCH,San Francisco,San Francisco,0.0,0.0,0.0
LIFE WAY CHRISTIAN SCHOOL,Centerton,AR,0.0,0.0,0.0
LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,22.0,14.0,3.0
LIGHT INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
LIGHTHOUSE CHRISTIAN ACADEMY,Hendersonville,TN,0.0,0.0,0.0
LIGHTHOUSE CHURCH SCHOOL,Santa Monica,Los Angeles,0.0,0.0,0.0
LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,31.0,26.0,5.0
LIGHTHOUSE INTERNATIONAL SCHL,nan,nan,0.0,0.0,0.0
LIGHTHOUSE SCHOOL,Spring Lake Park,MN,0.0,0.0,0.0
LIGHTRIDGE HIGH SCHOOL,Aldie,VA,17.0,10.0,0.0
LILAVATIBAI PODAR HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LILLIAN OSBORNE HIGH SCHOOL,nan,nan,6.0,0.0,0.0
LINCOLN ACADEMY,Newcastle,ME,0.0,0.0,0.0
LINCOLN COLLEGE PREP ACADEMY,Kansas City,MO,7.0,5.0,0.0
LINCOLN COMMUNITY SCHOOL,nan,nan,7.0,6.0,0.0
LINCOLN EAST HIGH SCHOOL,Lincoln,NE,10.0,3.0,0.0
LINCOLN HIGH SCHOOL HUMANITIES,Dallas,TX,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Lincoln,NE,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Gahanna,OH,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Portland,OR,74.0,43.0,5.0
LINCOLN HIGH SCHOOL,Sioux Falls,SD,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Seattle,WA,79.0,60.0,10.0
LINCOLN HIGH SCHOOL,Seattle,WA,7.0,6.0,0.0
LINCOLN HIGH SCHOOL,Tacoma,WA,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Manitowoc,WI,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Lincoln,Placer,26.0,15.0,0.0
LINCOLN HIGH SCHOOL,Stockton,San Joaquin,124.0,91.0,49.0
LINCOLN HIGH SCHOOL,San Diego,San Diego,89.0,54.0,18.0
LINCOLN NORTH STAR HIGH SCHOOL,Lincoln,NE,0.0,0.0,0.0
LINCOLN PARK ACADEMY,Fort Pierce,FL,0.0,0.0,0.0
LINCOLN PARK HIGH SCHOOL,Chicago,IL,24.0,11.0,0.0
LINCOLN PARK PERFORMING ARTS,Midland,PA,0.0,0.0,0.0
LINCOLN PREPARATORY ACADEMY,Chandler,AZ,0.0,0.0,0.0
LINCOLN SCHOOL,Providence,RI,0.0,0.0,0.0
LINCOLN SCHOOL,nan,nan,0.0,0.0,0.0
LINCOLN SCHOOL,nan,nan,0.0,0.0,0.0
LINCOLN SOUTHEAST HIGH SCHOOL,Lincoln,NE,5.0,0.0,0.0
LINCOLN SOUTHWEST HIGH SCHOOL,Lincoln,NE,6.0,3.0,0.0
LINCOLN-SUDBURY REGIONAL HIGH,Sudbury,MA,18.0,9.0,0.0
LINCOLN-WAY CENTRAL HS,New Lenox,IL,0.0,0.0,0.0
LINCOLN-WAY EAST HIGH SCHOOL,Frankfort,IL,11.0,5.0,0.0
LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,54.0,25.0,10.0
LINDALE HIGH SCHOOL,Lindale,TX,0.0,0.0,0.0
LINDBERGH HIGH SCHOOL,Saint Louis,MO,0.0,0.0,0.0
LINDBLOM MATH AND SCIENCE ACAD,Chicago,IL,12.0,6.0,0.0
LINDEN CHRISTIAN SCHOOL,nan,nan,0.0,0.0,0.0
LINDEN HIGH SCHOOL,Linden,NJ,0.0,0.0,0.0
LINDEN HIGH SCHOOL,Linden,San Joaquin,22.0,16.0,4.0
LINDHURST HIGH SCHOOL,Olivehurst,Yuba,22.0,15.0,8.0
LINDSAY HIGH SCHOOL,Lindsay,Tulare,50.0,36.0,11.0
LINFIELD CHRISTIAN SCHOOL,Temecula,Riverside,33.0,25.0,10.0
LINGANORE HIGH SCHOOL,Frederick,MD,0.0,0.0,0.0
LINHAI FOREIGN LANGUAGE SCHOOL,nan,nan,0.0,0.0,0.0
LINN MAR HIGH SCHOOL,Marion,IA,0.0,0.0,0.0
LINYI NO 4 HIGH SCHOOL OF SHAN,nan,nan,5.0,3.0,0.0
LINZ INTERNATIONAL SCH - AUHOF,nan,nan,0.0,0.0,0.0
LIPSCOMB ACADEMY,Nashville,TN,0.0,0.0,0.0
LISGAR COLLEGIATE INSTITUTE,nan,nan,0.0,0.0,0.0
LISLE HIGH SCHOOL,Lisle,IL,0.0,0.0,0.0
LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,11.0,7.0,0.0
LITTLE CYPRESS-MAURICEVILLE HI,Orange,TX,0.0,0.0,0.0
LITTLE ELM HIGH SCHOOL,Little Elm,TX,5.0,4.0,0.0
LITTLE FLOWER ACADEMY,nan,nan,5.0,0.0,0.0
LITTLE RIVER COMMUNITY SCHOOL,Canton,NY,0.0,0.0,0.0
LITTLE ROCK CHRISTIAN ACADEMY,Little Rock,AR,0.0,0.0,0.0
LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,48.0,34.0,10.0
LITTLETON HIGH SCHOOL,Littleton,MA,0.0,0.0,0.0
LITTLETON HIGH SCHOOL,Littleton,CO,11.0,7.0,0.0
LIVE OAK ACADEMY,Santa Clara,Santa Clara,0.0,0.0,0.0
LIVE OAK HIGH SCHOOL,Live Oak,Sutter,28.0,17.0,6.0
LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,49.0,33.0,15.0
LIVERMORE HIGH SCHOOL,Livermore,Alameda,92.0,70.0,33.0
LIVERPOOL HIGH SCHOOL,Liverpool,NY,0.0,0.0,0.0
LIVING WISDOM HIGH SCHOOL,Palo Alto,Santa Clara,0.0,0.0,0.0
LIVING WORD LUTHERAN HIGH SCH,Jackson,WI,0.0,0.0,0.0
LIVING WORD SHANGHAI,nan,nan,22.0,20.0,8.0
LIVINGSTON HIGH SCHOOL,Livingston,NJ,55.0,30.0,3.0
LIVINGSTON HIGH SCHOOL,Livingston,Merced,49.0,46.0,25.0
LLANO HIGH SCHOOL,Llano,TX,0.0,0.0,0.0
LLOYD V BERKNER HIGH SCHOOL,Richardson,TX,0.0,0.0,0.0
LOARA HIGH SCHOOL,Anaheim,Orange,78.0,44.0,16.0
LOCH RAVEN HIGH,Towson,MD,0.0,0.0,0.0
LOCKPORT HIGH SCHOOL,Lockport,NY,0.0,0.0,0.0
LOCKPORT TOWNSHIP HIGH SCHOOL,Lockport,IL,0.0,0.0,0.0
LOCKVIEW HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LOCUST VALLEY MIDDLE-HS,Locust Valley,NY,0.0,0.0,0.0
LODESTAR LIGHTHOUSE COMM CHARTER SC,Oakland,Alameda,10.0,10.0,4.0
LODI ACADEMY,Lodi,San Joaquin,0.0,0.0,0.0
LODI HIGH SCHOOL,Lodi,NJ,0.0,0.0,0.0
LODI HIGH SCHOOL,Lodi,San Joaquin,53.0,36.0,18.0
LOGAN HIGH SCHOOL,Logan,OH,0.0,0.0,0.0
LOGAN HIGH SCHOOL,Logan,UT,5.0,3.0,0.0
LOGAN PARK HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LOGOS INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
LOGOS ONLINE SCHOOL,Moscow,ID,0.0,0.0,0.0
LOGOS PREPARATORY ACADEMY,Sugar Land,TX,0.0,0.0,0.0
LOGOS PUBLIC CHARTER SCHOOL,Medford,OR,0.0,0.0,0.0
LOGOS SCHOOL,Saint Louis,MO,0.0,0.0,0.0
LOMA LINDA ACADEMY,Loma Linda,San Bernardino,34.0,21.0,7.0
LOMAGUNDI COLLEGE,nan,nan,0.0,0.0,0.0
LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,36.0,24.0,13.0
LONDON ACADEMY -CASABLANCA,nan,nan,0.0,0.0,0.0
LONDON CENTRAL SECONDARY SCH,nan,nan,0.0,0.0,0.0
LONDON HIGH SCHOOL,Corpus Christi,TX,0.0,0.0,0.0
LONDONDERRY HIGH SCHOOL,Londonderry,NH,0.0,0.0,0.0
LONE PEAK HIGH SCHOOL,Gallatin Gateway,MT,0.0,0.0,0.0
LONE PEAK HIGH SCHOOL,Highland,UT,10.0,6.0,0.0
LONE PINE HIGH SCHOOL,Lone Pine,Inyo,0.0,0.0,0.0
LONE STAR HIGH SCHOOL,Frisco,TX,13.0,8.0,0.0
LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,254.0,180.0,87.0
LONG BEACH SENIOR HIGH SCHOOL,Lido Beach,NY,0.0,0.0,0.0
LONG ISLAND CITY HIGH SCHOOL,Long Island City,NY,0.0,0.0,0.0
LONG ISLAND LUTHERAN MIDDLE-HS,Glen Head,NY,0.0,0.0,0.0
LONG REACH HIGH SCHOOL,Columbia,MD,0.0,0.0,0.0
LONGLEAF SCHOOL OF THE ARTS,Raleigh,NC,0.0,0.0,0.0
LONGMEADOW HIGH SCHOOL,Longmeadow,MA,0.0,0.0,0.0
LONGMONT HIGH SCHOOL,Longmont,CO,12.0,8.0,0.0
LONGVIEW HIGH SCHOOL,Longview,TX,0.0,0.0,0.0
LONGWOOD SENIOR HIGH SCHOOL,Middle Island,NY,0.0,0.0,0.0
LONOKE HIGH SCHOOL,Lonoke,AR,0.0,0.0,0.0
LOOMIS PUBLIC SCHOOL,Loomis,NE,0.0,0.0,0.0
